"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"Rozetka UI Tests","Shopping Tests","Search for the most expensive item in a given category, with a given brand and add it to the cart","0","0","1","0","0"
